# Phase 4 raw batch samples. batch-normalized ns/update = elapsed_ns / batch_operations (a batch average, NOT a directly
# measured single-update latency). batch_operations is the ACTUAL op count of the batch: batch_size for every row except
# the final row when updates % batch_size is nonzero (a partial batch, which is EXCLUDED from every distribution
# metric in the summary).
# impl=map wl=A levels=1000 updates=10000000 batch_size=512 seed=407715774446 partial_rows=1
sample_index,batch_operations,elapsed_ns,normalized_ns_per_update
631,512,18458,36.050781
632,512,17458,34.097656
633,512,17167,33.529297
634,512,20375,39.794922
635,512,17584,34.343750
636,512,16375,31.982422
637,512,17292,33.773438
638,512,18250,35.644531
639,512,18125,35.400391
640,512,17083,33.365234
641,512,16959,33.123047
642,512,17584,34.343750
643,512,17500,34.179688
644,512,17625,34.423828
645,512,17291,33.771484
646,512,18250,35.644531
647,512,17625,34.423828
648,512,16958,33.121094
649,512,17416,34.015625
650,512,17333,33.853516
651,512,17125,33.447266
652,512,18042,35.238281
653,512,17166,33.527344
654,512,17625,34.423828
655,512,17250,33.691406
656,512,17541,34.259766
657,512,17625,34.423828
658,512,17500,34.179688
659,512,17959,35.076172
660,512,17250,33.691406
661,512,16958,33.121094
662,512,17333,33.853516
663,512,17208,33.609375
664,512,17500,34.179688
665,512,16792,32.796875
666,512,18041,35.236328
667,512,16917,33.041016
668,512,17750,34.667969
669,512,17625,34.423828
670,512,17208,33.609375
671,512,17625,34.423828
672,512,17417,34.017578
673,512,17750,34.667969
674,512,17209,33.611328
675,512,17375,33.935547
676,512,17750,34.667969
677,512,17458,34.097656
678,512,17959,35.076172
679,512,17583,34.341797
680,512,17250,33.691406
681,512,17083,33.365234
682,512,18042,35.238281
683,512,18083,35.318359
684,512,18333,35.806641
685,512,19625,38.330078
686,512,18459,36.052734
687,512,18250,35.644531
688,512,18709,36.541016
689,512,18625,36.376953
690,512,19167,37.435547
691,512,18250,35.644531
692,512,18166,35.480469
693,512,18209,35.564453
694,512,18750,36.621094
695,512,18417,35.970703
696,512,18167,35.482422
697,512,18209,35.564453
698,512,17958,35.074219
699,512,19042,37.191406
700,512,18291,35.724609
701,512,18334,35.808594
702,512,18458,36.050781
703,512,18708,36.539062
704,512,17958,35.074219
705,512,18167,35.482422
706,512,17875,34.912109
707,512,18834,36.785156
708,512,18375,35.888672
709,512,17709,34.587891
710,512,18250,35.644531
711,512,17750,34.667969
712,512,18125,35.400391
713,512,21250,41.503906
714,512,19041,37.189453
715,512,19167,37.435547
716,512,18916,36.945312
717,512,18750,36.621094
718,512,18667,36.458984
719,512,18625,36.376953
720,512,19250,37.597656
721,512,18875,36.865234
722,512,18875,36.865234
723,512,19083,37.271484
724,512,18916,36.945312
725,512,17625,34.423828
726,512,18500,36.132812
727,512,18375,35.888672
728,512,18750,36.621094
729,512,17833,34.830078
730,512,17917,34.994141
731,512,17666,34.503906
732,512,18333,35.806641
733,512,18292,35.726562
734,512,20542,40.121094
735,512,18750,36.621094
736,512,17625,34.423828
737,512,22292,43.539062
738,512,17750,34.667969
739,512,17667,34.505859
740,512,17667,34.505859
741,512,17791,34.748047
742,512,18459,36.052734
743,512,17375,33.935547
744,512,17791,34.748047
745,512,17792,34.750000
746,512,18209,35.564453
747,512,17875,34.912109
748,512,17917,34.994141
749,512,18041,35.236328
750,512,18667,36.458984
751,512,18166,35.480469
752,512,18334,35.808594
753,512,17709,34.587891
754,512,21667,42.318359
755,512,18083,35.318359
756,512,18250,35.644531
757,512,17916,34.992188
758,512,17834,34.832031
759,512,18750,36.621094
760,512,17834,34.832031
761,512,22542,44.027344
762,512,19917,38.900391
763,512,19416,37.921875
764,512,19750,38.574219
765,512,19667,38.412109
766,512,18708,36.539062
767,512,19042,37.191406
768,512,18917,36.947266
769,512,18750,36.621094
770,512,19083,37.271484
771,512,18667,36.458984
772,512,18333,35.806641
773,512,18208,35.562500
774,512,18000,35.156250
775,512,19417,37.923828
776,512,18458,36.050781
777,512,18375,35.888672
778,512,17416,34.015625
779,512,17917,34.994141
780,512,17750,34.667969
781,512,20375,39.794922
782,512,18041,35.236328
783,512,18209,35.564453
784,512,18291,35.724609
785,512,17875,34.912109
786,512,18459,36.052734
787,512,18375,35.888672
788,512,18292,35.726562
789,512,17583,34.341797
790,512,18167,35.482422
791,512,21500,41.992188
792,512,19083,37.271484
793,512,17917,34.994141
794,512,17750,34.667969
795,512,18459,36.052734
796,512,17291,33.771484
797,512,18792,36.703125
798,512,20375,39.794922
799,512,17709,34.587891
800,512,17416,34.015625
801,512,17667,34.505859
802,512,17250,33.691406
803,512,16333,31.900391
804,512,16750,32.714844
805,512,18042,35.238281
806,512,17625,34.423828
807,512,17041,33.283203
808,512,17583,34.341797
809,512,17334,33.855469
810,512,17292,33.773438
811,512,16792,32.796875
812,512,17583,34.341797
813,512,17166,33.527344
814,512,17500,34.179688
815,512,17500,34.179688
816,512,17750,34.667969
817,512,17208,33.609375
818,512,17250,33.691406
819,512,17208,33.609375
820,512,17125,33.447266
821,512,17083,33.365234
822,512,17417,34.017578
823,512,17125,33.447266
824,512,17958,35.074219
825,512,16458,32.144531
826,512,17041,33.283203
827,512,17209,33.611328
828,512,17416,34.015625
829,512,16834,32.878906
830,512,17250,33.691406
831,512,20667,40.365234
832,512,16625,32.470703
833,512,17208,33.609375
834,512,16833,32.876953
835,512,16834,32.878906
836,512,17167,33.529297
837,512,17125,33.447266
838,512,17167,33.529297
839,512,18208,35.562500
840,512,17458,34.097656
841,512,17042,33.285156
842,512,17542,34.261719
843,512,18042,35.238281
844,512,16625,32.470703
845,512,17500,34.179688
846,512,17084,33.367188
847,512,17250,33.691406
848,512,18042,35.238281
849,512,17875,34.912109
850,512,17250,33.691406
851,512,18208,35.562500
852,512,17666,34.503906
853,512,17042,33.285156
854,512,17916,34.992188
855,512,17792,34.750000
856,512,16708,32.632812
857,512,17583,34.341797
858,512,17958,35.074219
859,512,17542,34.261719
860,512,18041,35.236328
861,512,18042,35.238281
862,512,17833,34.830078
863,512,17500,34.179688
864,512,17791,34.748047
865,512,17375,33.935547
866,512,17667,34.505859
867,512,16917,33.041016
868,512,17500,34.179688
869,512,17500,34.179688
870,512,18000,35.156250
871,512,18041,35.236328
872,512,16584,32.390625
873,512,16625,32.470703
874,512,17042,33.285156
875,512,17167,33.529297
876,512,17416,34.015625
877,512,17750,34.667969
878,512,17208,33.609375
879,512,18000,35.156250
880,512,17416,34.015625
881,512,17667,34.505859
882,512,17542,34.261719
883,512,16958,33.121094
884,512,17333,33.853516
885,512,17334,33.855469
886,512,16708,32.632812
887,512,18125,35.400391
